idx
20002
20008
20015
20033
20040
10031
10034
20095
20096
20099
10061
20114
10066
10067
20122
20139
20149
20150
10099
20159
10154
10158
10159
10169
10170
10220
10223
20275
10251
20309
10365
10379
10435
10481
20507
20534
10549
10579
10581
20600
20603
20630
10658
10688
20728
20743
10756
10757
10759
20792
10831
20828
20829
10834
20831
20832
20833
20834
10837
10838
20835
20836
20837
20838
10841
20841
10857
20847
20848
10859
20850
20851
20854
20855
20856
10863
20857
20858
10871
20862
20863
10872
20864
20865
20866
20867
20868
20869
20870
10876
20871
20872
10882
20877
20878
10883
20879
10884
20880
20881
10885
20882
20883
10886
20884
20885
20886
10887
10889
20887
20888
20889
20890
20892
20893
10893
10904
10905
20898
20899
20900
20901
10907
10908
20903
20904
20905
10909
10910
20906
20907
20908
10911
20910
20911
10915
20915
20916
10923
20922
20923
20927
20928
20934
20935
20936
10946
20940
20941
10947
20942
20943
10949
20944
20945
10969
20958
20961
20962
20963
20964
20965
20966
20967
10976
20968
20972
20973
10982
20974
20975
20976
20977
20978
10985
20979
11006
20986
20988
11008
11009
20989
20990
21000
21001
21002
11033
21003
11047
21007
21008
11049
21010
21012
21011
11054
11055
21015
21016
21019
21020
21022
21023
11070
21025
21026
11074
21030
11077
21033
21034
11102
21043
11103
11105
21045
21046
11108
21048
11109
21050
21051
21052
11111
21054
21055
11127
21064
11128
21065
21066
21067
11129
21068
21091
21092
11196
21101
21102
21103
21104
21105
21106
11198
21108
21112
21109
21110
21111
21113
11200
21114
21115
11199
21108
21112
21110
21113
21111
11200
21114
21115
21118
21119
21120
21121
11203
21122
21123
21124
21125
11204
21126
21128
21129
21130
11206
11208
21132
21133
21134
21135
21136
21137
21138
11225
21146
21147
21148
21149
21150
21151
21152
11227
21153
21154
11228
21156
11229
21158
21159
21160
21161
21162
11232
21164
11236
21167
11237
21168
21169
21170
21180
21179
11247
11253
21186
11254
21187
21188
11256
21190
21191
11258
21193
11281
21201
21202
21203
11284
21204
11285
21205
21206
11289
21209
21210
21211
21212
11292
21215
21216
21218
21219
11295
21220
21225
11304
21228
11320
21231
21232
11322
21234
11328
21236
21237
11345
21245
11348
21246
21247
11349
21248
21249
21250
11350
21251
11351
21252
21253
11353
21254
21255
21256
21257
21258
11354
11355
21260
21261
21262
11356
21264
11357
11358
11359
21265
21270
11360
21271
21272
21273
21274
21275
21281
21282
11371
21283
11374
21284
21285
21286
21297
21298
21302
21303
21304
21305
21306
21307
11415
21309
21310
11416
21311
21312
21313
11417
21314
11421
21315
21316
11422
21317
11424
21318
11425
11426
21319
21320
21321
21322
11435
21332
21333
11436
21334
11438
21337
11439
21338
21339
21340
21341
21342
21343
11455
11456
21350
21351
11489
21365
21366
21367
21368
21369
11510
21382
21383
11515
21386
21387
21388
11516
21390
21391
11524
21399
21400
11533
21404
21405
21406
11535
21407
21408
11540
21412
21413
21414
21416
21417
21418
11545
21421
21422
11548
21424
21425
21426
11554
21431
21432
11556
21433
11558
21434
11559
21435
21436
21437
21438
21439
11565
21442
21443
21444
21445
11570
21447
21448
11572
21450
21451
11574
21453
11575
21454
21460
21461
11592
11593
21462
21463
21464
21465
21466
11594
21497
11605
21475
21476
21477
11609
21479
11610
21480
21481
21482
21494
11641
21495
21496
21497
11642
21498
21499
11664
21504
11667
21506
21507
21508
11670
21511
21512
11671
21513
21514
11672
11673
21517
21518
11674
21519
21521
21522
11675
21523
21524
11678
21528
21529
21530
21531
11682
21535
21536
21437
21538
11683
21539
21540
21541
11685
21542
21543
11693
21547
21548
21549
11695
21551
21552
21553
21554
21556
11697
11668
21558
21559
11699
21560
21561
21562
11701
21564
21565
21566
21567
21568
11702
21570
11705
21573
21574
11706
21575
21577
11707
21578
21579
21580
21581
21582
21582
11708
21584
21585
11709
21586
21587
21588
11710
11711
21590
21591
21592
21593
11712
21594
21595
21596
11713
21598
11714
21599
21600
21601
21602
11725
21611
21612
11726
21613
11730
21617
21618
11732
21620
21621
11736
21627
11737
21628
21629
11738
21630
21631
21632
11739
21633
21634
11741
21635
21636
21637
21638
21639
21640
11742
21641
21642
11746
21646
11747
21647
21648
11748
21649
21650
21651
21652
21653
11749
21654
21655
21656
11751
11752
11753
21657
21658
21659
21660
21661
11758
21665
21666
11759
21667
11760
11761
21668
21669
21670
21671
11772
11773
11774
21675
21676
21677
11775
21678
21681
21682
21683
11791
21695
11792
11793
21696
21697
21698
21705
11804
21707
11807
21710
21711
21712
11808
11809
21713
21714
21715
21717
21718
11813
21719
21721
21722
21723
21724
21725
21726
21727
11816
21728
11817
21729
21730
21731
11818
21732
21733
21734
21735
11824
21742
11832
21743
21744
21745
21746
11836
21749
21750
11837
11839
21751
21752
21753
21754
21756
21755
11840
21757
21758
21759
21760
21761
11841
11842
21762
21762
21764
21765
21766
11843
21767
21768
21769
11844
11845
21770
21771
21772
21773
21774
21775
21776
11848
21779
21780
11850
21782
21783
21784
11851
21785
21789
21790
21791
11860
21796
11861
11862
21797
21800
21798
21799
21801
21802
21805
21806
21807
21808
11865
11866
21809
21810
21819
21820
11876
11877
21821
21822
21823
21824
11878
11879
21825
21826
21827
21828
21829
11881
21831
21832
11882
21833
21834
21835
11883
21836
11885
21837
11886
21838
21839
21840
11887
21841
11888
11889
21842
11890
21843
21844
11891
11892
21846
21847
21848
11893
21849
21850
11895
21852
21853
11896
21854
21855
21856
11897
21857
21858
21859
21866
11904
21867
21868
11905
21869
21870
21871
11906
21872
21873
21874
21875
11907
21876
21877
11179
