dataset,model,fold,subject,minutes,adapt_thr
MASS-SS2-E2SS,v2_time,6,6,30.00,0.44
MASS-SS2-E2SS,v2_time,6,13,3.00,0.04
MASS-SS2-E2SS,v2_time,6,13,5.00,0.16
MASS-SS2-E2SS,v2_time,6,13,7.50,0.18
MASS-SS2-E2SS,v2_time,6,13,10.00,0.18
MASS-SS2-E2SS,v2_time,6,13,15.00,0.40
MASS-SS2-E2SS,v2_time,6,13,20.00,0.62
MASS-SS2-E2SS,v2_time,6,13,25.00,0.62
MASS-SS2-E2SS,v2_time,6,13,30.00,0.54
MASS-SS2-E2SS,v2_time,7,1,3.00,0.44
MASS-SS2-E2SS,v2_time,7,1,5.00,0.50
MASS-SS2-E2SS,v2_time,7,1,7.50,0.50
MASS-SS2-E2SS,v2_time,7,1,10.00,0.44
MASS-SS2-E2SS,v2_time,7,1,15.00,0.50
MASS-SS2-E2SS,v2_time,7,1,20.00,0.50
MASS-SS2-E2SS,v2_time,7,1,25.00,0.50
MASS-SS2-E2SS,v2_time,7,1,30.00,0.44
MASS-SS2-E2SS,v2_time,7,2,3.00,0.14
MASS-SS2-E2SS,v2_time,7,2,5.00,0.26
MASS-SS2-E2SS,v2_time,7,2,7.50,0.36
MASS-SS2-E2SS,v2_time,7,2,10.00,0.38
MASS-SS2-E2SS,v2_time,7,2,15.00,0.38
MASS-SS2-E2SS,v2_time,7,2,20.00,0.40
MASS-SS2-E2SS,v2_time,7,2,25.00,0.40
MASS-SS2-E2SS,v2_time,7,2,30.00,0.40
MASS-SS2-E2SS,v2_time,7,18,3.00,0.50
MASS-SS2-E2SS,v2_time,7,18,5.00,0.72
MASS-SS2-E2SS,v2_time,7,18,7.50,0.66
MASS-SS2-E2SS,v2_time,7,18,10.00,0.66
MASS-SS2-E2SS,v2_time,7,18,15.00,0.72
MASS-SS2-E2SS,v2_time,7,18,20.00,0.72
MASS-SS2-E2SS,v2_time,7,18,25.00,0.74
MASS-SS2-E2SS,v2_time,7,18,30.00,0.74
MASS-SS2-E2SS,v2_time,8,11,3.00,0.22
MASS-SS2-E2SS,v2_time,8,11,5.00,0.32
MASS-SS2-E2SS,v2_time,8,11,7.50,0.34
MASS-SS2-E2SS,v2_time,8,11,10.00,0.58
MASS-SS2-E2SS,v2_time,8,11,15.00,0.62
MASS-SS2-E2SS,v2_time,8,11,20.00,0.62
MASS-SS2-E2SS,v2_time,8,11,25.00,0.64
MASS-SS2-E2SS,v2_time,8,11,30.00,0.64
MASS-SS2-E2SS,v2_time,8,12,3.00,0.28
MASS-SS2-E2SS,v2_time,8,12,5.00,0.40
MASS-SS2-E2SS,v2_time,8,12,7.50,0.40
MASS-SS2-E2SS,v2_time,8,12,10.00,0.44
MASS-SS2-E2SS,v2_time,8,12,15.00,0.56
MASS-SS2-E2SS,v2_time,8,12,20.00,0.44
MASS-SS2-E2SS,v2_time,8,12,25.00,0.44
MASS-SS2-E2SS,v2_time,8,12,30.00,0.44
MASS-SS2-E2SS,v2_time,8,19,3.00,0.52
MASS-SS2-E2SS,v2_time,8,19,5.00,0.44
MASS-SS2-E2SS,v2_time,8,19,7.50,0.44
MASS-SS2-E2SS,v2_time,8,19,10.00,0.70
MASS-SS2-E2SS,v2_time,8,19,15.00,0.70
MASS-SS2-E2SS,v2_time,8,19,20.00,0.70
MASS-SS2-E2SS,v2_time,8,19,25.00,0.70
MASS-SS2-E2SS,v2_time,8,19,30.00,0.70
MASS-SS2-E2SS,v2_time,9,7,3.00,0.34
MASS-SS2-E2SS,v2_time,9,7,5.00,0.34
MASS-SS2-E2SS,v2_time,9,7,7.50,0.34
MASS-SS2-E2SS,v2_time,9,7,10.00,0.44
MASS-SS2-E2SS,v2_time,9,7,15.00,0.34
MASS-SS2-E2SS,v2_time,9,7,20.00,0.34
MASS-SS2-E2SS,v2_time,9,7,25.00,0.34
MASS-SS2-E2SS,v2_time,9,7,30.00,0.34
MASS-SS2-E2SS,v2_time,9,14,3.00,0.28
MASS-SS2-E2SS,v2_time,9,14,5.00,0.22
MASS-SS2-E2SS,v2_time,9,14,7.50,0.30
MASS-SS2-E2SS,v2_time,9,14,10.00,0.30
MASS-SS2-E2SS,v2_time,9,14,15.00,0.40
MASS-SS2-E2SS,v2_time,9,14,20.00,0.38
MASS-SS2-E2SS,v2_time,9,14,25.00,0.44
MASS-SS2-E2SS,v2_time,9,14,30.00,0.42
MASS-SS2-E2SS,v2_time,9,17,3.00,0.36
MASS-SS2-E2SS,v2_time,9,17,5.00,0.72
MASS-SS2-E2SS,v2_time,9,17,7.50,0.72
MASS-SS2-E2SS,v2_time,9,17,10.00,0.78
MASS-SS2-E2SS,v2_time,9,17,15.00,0.72
MASS-SS2-E2SS,v2_time,9,17,20.00,0.72
MASS-SS2-E2SS,v2_time,9,17,25.00,0.66
MASS-SS2-E2SS,v2_time,9,17,30.00,0.66
MASS-SS2-E2SS,v2_time,10,6,3.00,0.30
MASS-SS2-E2SS,v2_time,10,6,5.00,0.30
MASS-SS2-E2SS,v2_time,10,6,7.50,0.30
MASS-SS2-E2SS,v2_time,10,6,10.00,0.32
MASS-SS2-E2SS,v2_time,10,6,15.00,0.32
MASS-SS2-E2SS,v2_time,10,6,20.00,0.32
MASS-SS2-E2SS,v2_time,10,6,25.00,0.32
MASS-SS2-E2SS,v2_time,10,6,30.00,0.50
MASS-SS2-E2SS,v2_time,10,7,3.00,0.40
MASS-SS2-E2SS,v2_time,10,7,5.00,0.40
MASS-SS2-E2SS,v2_time,10,7,7.50,0.40
MASS-SS2-E2SS,v2_time,10,7,10.00,0.40
MASS-SS2-E2SS,v2_time,10,7,15.00,0.38
MASS-SS2-E2SS,v2_time,10,7,20.00,0.38
MASS-SS2-E2SS,v2_time,10,7,25.00,0.38
MASS-SS2-E2SS,v2_time,10,7,30.00,0.40
MASS-SS2-E2SS,v2_time,10,14,3.00,0.30
MASS-SS2-E2SS,v2_time,10,14,5.00,0.28
MASS-SS2-E2SS,v2_time,10,14,7.50,0.28
MASS-SS2-E2SS,v2_time,10,14,10.00,0.30
MASS-SS2-E2SS,v2_time,10,14,15.00,0.30
MASS-SS2-E2SS,v2_time,10,14,20.00,0.30
MASS-SS2-E2SS,v2_time,10,14,25.00,0.30
MASS-SS2-E2SS,v2_time,10,14,30.00,0.40
MASS-SS2-E2SS,v2_time,11,1,3.00,0.54
MASS-SS2-E2SS,v2_time,11,1,5.00,0.54
MASS-SS2-E2SS,v2_time,11,1,7.50,0.54
MASS-SS2-E2SS,v2_time,11,1,10.00,0.54
MASS-SS2-E2SS,v2_time,11,1,15.00,0.54
MASS-SS2-E2SS,v2_time,11,1,20.00,0.54
MASS-SS2-E2SS,v2_time,11,1,25.00,0.54
MASS-SS2-E2SS,v2_time,11,1,30.00,0.54
MASS-SS2-E2SS,v2_time,11,5,3.00,0.38
MASS-SS2-E2SS,v2_time,11,5,5.00,0.34
MASS-SS2-E2SS,v2_time,11,5,7.50,0.34
MASS-SS2-E2SS,v2_time,11,5,10.00,0.40
MASS-SS2-E2SS,v2_time,11,5,15.00,0.52
MASS-SS2-E2SS,v2_time,11,5,20.00,0.58
MASS-SS2-E2SS,v2_time,11,5,25.00,0.54
MASS-SS2-E2SS,v2_time,11,5,30.00,0.58
MASS-SS2-E2SS,v2_time,11,12,3.00,0.30
MASS-SS2-E2SS,v2_time,11,12,5.00,0.76
MASS-SS2-E2SS,v2_time,11,12,7.50,0.66
MASS-SS2-E2SS,v2_time,11,12,10.00,0.66
MASS-SS2-E2SS,v2_time,11,12,15.00,0.66
MASS-SS2-E2SS,v2_time,11,12,20.00,0.66
MASS-SS2-E2SS,v2_time,11,12,25.00,0.66
MASS-SS2-E2SS,v2_time,11,12,30.00,0.66
MASS-SS2-E2SS,v2_time,12,2,3.00,0.32
MASS-SS2-E2SS,v2_time,12,2,5.00,0.34
MASS-SS2-E2SS,v2_time,12,2,7.50,0.46
MASS-SS2-E2SS,v2_time,12,2,10.00,0.50
MASS-SS2-E2SS,v2_time,12,2,15.00,0.52
MASS-SS2-E2SS,v2_time,12,2,20.00,0.46
MASS-SS2-E2SS,v2_time,12,2,25.00,0.50
MASS-SS2-E2SS,v2_time,12,2,30.00,0.50
MASS-SS2-E2SS,v2_time,12,10,3.00,0.10
MASS-SS2-E2SS,v2_time,12,10,5.00,0.46
MASS-SS2-E2SS,v2_time,12,10,7.50,0.56
MASS-SS2-E2SS,v2_time,12,10,10.00,0.52
MASS-SS2-E2SS,v2_time,12,10,15.00,0.38
MASS-SS2-E2SS,v2_time,12,10,20.00,0.40
MASS-SS2-E2SS,v2_time,12,10,25.00,0.40
MASS-SS2-E2SS,v2_time,12,10,30.00,0.40
MASS-SS2-E2SS,v2_time,12,13,3.00,0.06
MASS-SS2-E2SS,v2_time,12,13,5.00,0.08
MASS-SS2-E2SS,v2_time,12,13,7.50,0.28
MASS-SS2-E2SS,v2_time,12,13,10.00,0.28
MASS-SS2-E2SS,v2_time,12,13,15.00,0.50
MASS-SS2-E2SS,v2_time,12,13,20.00,0.50
MASS-SS2-E2SS,v2_time,12,13,25.00,0.50
MASS-SS2-E2SS,v2_time,12,13,30.00,0.50
MASS-SS2-E2SS,v2_time,13,3,3.00,0.82
MASS-SS2-E2SS,v2_time,13,3,5.00,0.34
MASS-SS2-E2SS,v2_time,13,3,7.50,0.34
MASS-SS2-E2SS,v2_time,13,3,10.00,0.42
MASS-SS2-E2SS,v2_time,13,3,15.00,0.40
MASS-SS2-E2SS,v2_time,13,3,20.00,0.52
MASS-SS2-E2SS,v2_time,13,3,25.00,0.52
MASS-SS2-E2SS,v2_time,13,3,30.00,0.52
MASS-SS2-E2SS,v2_time,13,9,3.00,0.24
MASS-SS2-E2SS,v2_time,13,9,5.00,0.12
MASS-SS2-E2SS,v2_time,13,9,7.50,0.18
MASS-SS2-E2SS,v2_time,13,9,10.00,0.18
MASS-SS2-E2SS,v2_time,13,9,15.00,0.18
MASS-SS2-E2SS,v2_time,13,9,20.00,0.28
MASS-SS2-E2SS,v2_time,13,9,25.00,0.28
MASS-SS2-E2SS,v2_time,13,9,30.00,0.28
MASS-SS2-E2SS,v2_time,13,17,3.00,0.42
MASS-SS2-E2SS,v2_time,13,17,5.00,0.42
MASS-SS2-E2SS,v2_time,13,17,7.50,0.42
MASS-SS2-E2SS,v2_time,13,17,10.00,0.42
MASS-SS2-E2SS,v2_time,13,17,15.00,0.50
MASS-SS2-E2SS,v2_time,13,17,20.00,0.50
MASS-SS2-E2SS,v2_time,13,17,25.00,0.50
MASS-SS2-E2SS,v2_time,13,17,30.00,0.50
MASS-SS2-E2SS,v2_time,14,11,3.00,0.28
MASS-SS2-E2SS,v2_time,14,11,5.00,0.36
MASS-SS2-E2SS,v2_time,14,11,7.50,0.40
MASS-SS2-E2SS,v2_time,14,11,10.00,0.38
MASS-SS2-E2SS,v2_time,14,11,15.00,0.60
MASS-SS2-E2SS,v2_time,14,11,20.00,0.60
MASS-SS2-E2SS,v2_time,14,11,25.00,0.70
MASS-SS2-E2SS,v2_time,14,11,30.00,0.70
MASS-SS2-E2SS,v2_time,14,18,3.00,0.44
MASS-SS2-E2SS,v2_time,14,18,5.00,0.50
MASS-SS2-E2SS,v2_time,14,18,7.50,0.50
MASS-SS2-E2SS,v2_time,14,18,10.00,0.50
MASS-SS2-E2SS,v2_time,14,18,15.00,0.58
MASS-SS2-E2SS,v2_time,14,18,20.00,0.66
MASS-SS2-E2SS,v2_time,14,18,25.00,0.66
MASS-SS2-E2SS,v2_time,14,18,30.00,0.66
MASS-SS2-E2SS,v2_time,14,19,3.00,0.44
MASS-SS2-E2SS,v2_time,14,19,5.00,0.44
MASS-SS2-E2SS,v2_time,14,19,7.50,0.66
MASS-SS2-E2SS,v2_time,14,19,10.00,0.66
MASS-SS2-E2SS,v2_time,14,19,15.00,0.66
MASS-SS2-E2SS,v2_time,14,19,20.00,0.66
MASS-SS2-E2SS,v2_time,14,19,25.00,0.66
MASS-SS2-E2SS,v2_time,14,19,30.00,0.66
MASS-SS2-E2SS,v2_cwt1d,0,2,3.00,0.16
MASS-SS2-E2SS,v2_cwt1d,0,2,5.00,0.22
MASS-SS2-E2SS,v2_cwt1d,0,2,7.50,0.52
MASS-SS2-E2SS,v2_cwt1d,0,2,10.00,0.54
MASS-SS2-E2SS,v2_cwt1d,0,2,15.00,0.62
MASS-SS2-E2SS,v2_cwt1d,0,2,20.00,0.64
MASS-SS2-E2SS,v2_cwt1d,0,2,25.00,0.64
MASS-SS2-E2SS,v2_cwt1d,0,2,30.00,0.64
MASS-SS2-E2SS,v2_cwt1d,0,9,3.00,0.36
MASS-SS2-E2SS,v2_cwt1d,0,9,5.00,0.20
MASS-SS2-E2SS,v2_cwt1d,0,9,7.50,0.20
MASS-SS2-E2SS,v2_cwt1d,0,9,10.00,0.20
MASS-SS2-E2SS,v2_cwt1d,0,9,15.00,0.20
MASS-SS2-E2SS,v2_cwt1d,0,9,20.00,0.20
MASS-SS2-E2SS,v2_cwt1d,0,9,25.00,0.36
MASS-SS2-E2SS,v2_cwt1d,0,9,30.00,0.36
MASS-SS2-E2SS,v2_cwt1d,0,11,3.00,0.26
MASS-SS2-E2SS,v2_cwt1d,0,11,5.00,0.56
MASS-SS2-E2SS,v2_cwt1d,0,11,7.50,0.38
MASS-SS2-E2SS,v2_cwt1d,0,11,10.00,0.56
MASS-SS2-E2SS,v2_cwt1d,0,11,15.00,0.74
MASS-SS2-E2SS,v2_cwt1d,0,11,20.00,0.74
MASS-SS2-E2SS,v2_cwt1d,0,11,25.00,0.58
MASS-SS2-E2SS,v2_cwt1d,0,11,30.00,0.58
MASS-SS2-E2SS,v2_cwt1d,1,6,3.00,0.24
MASS-SS2-E2SS,v2_cwt1d,1,6,5.00,0.28
MASS-SS2-E2SS,v2_cwt1d,1,6,7.50,0.28
MASS-SS2-E2SS,v2_cwt1d,1,6,10.00,0.28
MASS-SS2-E2SS,v2_cwt1d,1,6,15.00,0.28
MASS-SS2-E2SS,v2_cwt1d,1,6,20.00,0.42
MASS-SS2-E2SS,v2_cwt1d,1,6,25.00,0.42
MASS-SS2-E2SS,v2_cwt1d,1,6,30.00,0.42
MASS-SS2-E2SS,v2_cwt1d,1,12,3.00,0.82
MASS-SS2-E2SS,v2_cwt1d,1,12,5.00,0.78
MASS-SS2-E2SS,v2_cwt1d,1,12,7.50,0.76
MASS-SS2-E2SS,v2_cwt1d,1,12,10.00,0.76
MASS-SS2-E2SS,v2_cwt1d,1,12,15.00,0.78
MASS-SS2-E2SS,v2_cwt1d,1,12,20.00,0.78
MASS-SS2-E2SS,v2_cwt1d,1,12,25.00,0.70
MASS-SS2-E2SS,v2_cwt1d,1,12,30.00,0.68
MASS-SS2-E2SS,v2_cwt1d,1,19,3.00,0.44
MASS-SS2-E2SS,v2_cwt1d,1,19,5.00,0.44
MASS-SS2-E2SS,v2_cwt1d,1,19,7.50,0.46
MASS-SS2-E2SS,v2_cwt1d,1,19,10.00,0.74
MASS-SS2-E2SS,v2_cwt1d,1,19,15.00,0.72
MASS-SS2-E2SS,v2_cwt1d,1,19,20.00,0.72
MASS-SS2-E2SS,v2_cwt1d,1,19,25.00,0.72
MASS-SS2-E2SS,v2_cwt1d,1,19,30.00,0.72
MASS-SS2-E2SS,v2_cwt1d,2,3,3.00,0.80
MASS-SS2-E2SS,v2_cwt1d,2,3,5.00,0.26
MASS-SS2-E2SS,v2_cwt1d,2,3,7.50,0.26
MASS-SS2-E2SS,v2_cwt1d,2,3,10.00,0.32
MASS-SS2-E2SS,v2_cwt1d,2,3,15.00,0.34
MASS-SS2-E2SS,v2_cwt1d,2,3,20.00,0.52
MASS-SS2-E2SS,v2_cwt1d,2,3,25.00,0.52
MASS-SS2-E2SS,v2_cwt1d,2,3,30.00,0.38
MASS-SS2-E2SS,v2_cwt1d,2,13,3.00,0.12
MASS-SS2-E2SS,v2_cwt1d,2,13,5.00,0.12
MASS-SS2-E2SS,v2_cwt1d,2,13,7.50,0.16
MASS-SS2-E2SS,v2_cwt1d,2,13,10.00,0.22
MASS-SS2-E2SS,v2_cwt1d,2,13,15.00,0.54
MASS-SS2-E2SS,v2_cwt1d,2,13,20.00,0.48
MASS-SS2-E2SS,v2_cwt1d,2,13,25.00,0.48
MASS-SS2-E2SS,v2_cwt1d,2,13,30.00,0.48
MASS-SS2-E2SS,v2_cwt1d,2,18,3.00,0.36
MASS-SS2-E2SS,v2_cwt1d,2,18,5.00,0.62
MASS-SS2-E2SS,v2_cwt1d,2,18,7.50,0.62
MASS-SS2-E2SS,v2_cwt1d,2,18,10.00,0.62
MASS-SS2-E2SS,v2_cwt1d,2,18,15.00,0.62
MASS-SS2-E2SS,v2_cwt1d,2,18,20.00,0.66
MASS-SS2-E2SS,v2_cwt1d,2,18,25.00,0.66
MASS-SS2-E2SS,v2_cwt1d,2,18,30.00,0.64
MASS-SS2-E2SS,v2_cwt1d,3,5,3.00,0.56
MASS-SS2-E2SS,v2_cwt1d,3,5,5.00,0.52
MASS-SS2-E2SS,v2_cwt1d,3,5,7.50,0.52
MASS-SS2-E2SS,v2_cwt1d,3,5,10.00,0.56
MASS-SS2-E2SS,v2_cwt1d,3,5,15.00,0.64
MASS-SS2-E2SS,v2_cwt1d,3,5,20.00,0.66
MASS-SS2-E2SS,v2_cwt1d,3,5,25.00,0.66
MASS-SS2-E2SS,v2_cwt1d,3,5,30.00,0.66
MASS-SS2-E2SS,v2_cwt1d,3,10,3.00,0.18
MASS-SS2-E2SS,v2_cwt1d,3,10,5.00,0.26
MASS-SS2-E2SS,v2_cwt1d,3,10,7.50,0.50
MASS-SS2-E2SS,v2_cwt1d,3,10,10.00,0.34
MASS-SS2-E2SS,v2_cwt1d,3,10,15.00,0.50
MASS-SS2-E2SS,v2_cwt1d,3,10,20.00,0.50
MASS-SS2-E2SS,v2_cwt1d,3,10,25.00,0.50
MASS-SS2-E2SS,v2_cwt1d,3,10,30.00,0.34
MASS-SS2-E2SS,v2_cwt1d,3,14,3.00,0.36
MASS-SS2-E2SS,v2_cwt1d,3,14,5.00,0.36
MASS-SS2-E2SS,v2_cwt1d,3,14,7.50,0.36
MASS-SS2-E2SS,v2_cwt1d,3,14,10.00,0.48
MASS-SS2-E2SS,v2_cwt1d,3,14,15.00,0.56
MASS-SS2-E2SS,v2_cwt1d,3,14,20.00,0.62
MASS-SS2-E2SS,v2_cwt1d,3,14,25.00,0.62
MASS-SS2-E2SS,v2_cwt1d,3,14,30.00,0.56
MASS-SS2-E2SS,v2_cwt1d,4,1,3.00,0.44
MASS-SS2-E2SS,v2_cwt1d,4,1,5.00,0.56
MASS-SS2-E2SS,v2_cwt1d,4,1,7.50,0.56
MASS-SS2-E2SS,v2_cwt1d,4,1,10.00,0.56
MASS-SS2-E2SS,v2_cwt1d,4,1,15.00,0.56
MASS-SS2-E2SS,v2_cwt1d,4,1,20.00,0.56
MASS-SS2-E2SS,v2_cwt1d,4,1,25.00,0.56
MASS-SS2-E2SS,v2_cwt1d,4,1,30.00,0.56
MASS-SS2-E2SS,v2_cwt1d,4,7,3.00,0.34
MASS-SS2-E2SS,v2_cwt1d,4,7,5.00,0.42
MASS-SS2-E2SS,v2_cwt1d,4,7,7.50,0.40
MASS-SS2-E2SS,v2_cwt1d,4,7,10.00,0.40
MASS-SS2-E2SS,v2_cwt1d,4,7,15.00,0.40
MASS-SS2-E2SS,v2_cwt1d,4,7,20.00,0.52
MASS-SS2-E2SS,v2_cwt1d,4,7,25.00,0.52
MASS-SS2-E2SS,v2_cwt1d,4,7,30.00,0.52
MASS-SS2-E2SS,v2_cwt1d,4,17,3.00,0.46
MASS-SS2-E2SS,v2_cwt1d,4,17,5.00,0.40
MASS-SS2-E2SS,v2_cwt1d,4,17,7.50,0.46
MASS-SS2-E2SS,v2_cwt1d,4,17,10.00,0.58
MASS-SS2-E2SS,v2_cwt1d,4,17,15.00,0.56
MASS-SS2-E2SS,v2_cwt1d,4,17,20.00,0.52
MASS-SS2-E2SS,v2_cwt1d,4,17,25.00,0.56
MASS-SS2-E2SS,v2_cwt1d,4,17,30.00,0.56
MASS-SS2-E2SS,v2_cwt1d,5,5,3.00,0.68
MASS-SS2-E2SS,v2_cwt1d,5,5,5.00,0.54
MASS-SS2-E2SS,v2_cwt1d,5,5,7.50,0.54
MASS-SS2-E2SS,v2_cwt1d,5,5,10.00,0.54
MASS-SS2-E2SS,v2_cwt1d,5,5,15.00,0.54
MASS-SS2-E2SS,v2_cwt1d,5,5,20.00,0.54
MASS-SS2-E2SS,v2_cwt1d,5,5,25.00,0.54
MASS-SS2-E2SS,v2_cwt1d,5,5,30.00,0.54
MASS-SS2-E2SS,v2_cwt1d,5,9,3.00,0.36
MASS-SS2-E2SS,v2_cwt1d,5,9,5.00,0.08
MASS-SS2-E2SS,v2_cwt1d,5,9,7.50,0.30
MASS-SS2-E2SS,v2_cwt1d,5,9,10.00,0.28
MASS-SS2-E2SS,v2_cwt1d,5,9,15.00,0.32
MASS-SS2-E2SS,v2_cwt1d,5,9,20.00,0.32
MASS-SS2-E2SS,v2_cwt1d,5,9,25.00,0.34
MASS-SS2-E2SS,v2_cwt1d,5,9,30.00,0.34
MASS-SS2-E2SS,v2_cwt1d,5,10,3.00,0.06
MASS-SS2-E2SS,v2_cwt1d,5,10,5.00,0.14
MASS-SS2-E2SS,v2_cwt1d,5,10,7.50,0.52
MASS-SS2-E2SS,v2_cwt1d,5,10,10.00,0.44
MASS-SS2-E2SS,v2_cwt1d,5,10,15.00,0.42
MASS-SS2-E2SS,v2_cwt1d,5,10,20.00,0.44
MASS-SS2-E2SS,v2_cwt1d,5,10,25.00,0.42
MASS-SS2-E2SS,v2_cwt1d,5,10,30.00,0.42
MASS-SS2-E2SS,v2_cwt1d,6,3,3.00,0.82
MASS-SS2-E2SS,v2_cwt1d,6,3,5.00,0.34
MASS-SS2-E2SS,v2_cwt1d,6,3,7.50,0.32
MASS-SS2-E2SS,v2_cwt1d,6,3,10.00,0.38
MASS-SS2-E2SS,v2_cwt1d,6,3,15.00,0.38
MASS-SS2-E2SS,v2_cwt1d,6,3,20.00,0.38
MASS-SS2-E2SS,v2_cwt1d,6,3,25.00,0.38
MASS-SS2-E2SS,v2_cwt1d,6,3,30.00,0.38
MASS-SS2-E2SS,v2_cwt1d,6,6,3.00,0.42
MASS-SS2-E2SS,v2_cwt1d,6,6,5.00,0.42
MASS-SS2-E2SS,v2_cwt1d,6,6,7.50,0.40
MASS-SS2-E2SS,v2_cwt1d,6,6,10.00,0.38
MASS-SS2-E2SS,v2_cwt1d,6,6,15.00,0.44
MASS-SS2-E2SS,v2_cwt1d,6,6,20.00,0.44
MASS-SS2-E2SS,v2_cwt1d,6,6,25.00,0.44
MASS-SS2-E2SS,v2_cwt1d,6,6,30.00,0.44
MASS-SS2-E2SS,v2_cwt1d,6,13,3.00,0.26
MASS-SS2-E2SS,v2_cwt1d,6,13,5.00,0.28
MASS-SS2-E2SS,v2_cwt1d,6,13,7.50,0.28
MASS-SS2-E2SS,v2_cwt1d,6,13,10.00,0.28
MASS-SS2-E2SS,v2_cwt1d,6,13,15.00,0.46
MASS-SS2-E2SS,v2_cwt1d,6,13,20.00,0.62
MASS-SS2-E2SS,v2_cwt1d,6,13,25.00,0.58
MASS-SS2-E2SS,v2_cwt1d,6,13,30.00,0.56
MASS-SS2-E2SS,v2_cwt1d,7,1,3.00,0.58
MASS-SS2-E2SS,v2_cwt1d,7,1,5.00,0.58
MASS-SS2-E2SS,v2_cwt1d,7,1,7.50,0.58
MASS-SS2-E2SS,v2_cwt1d,7,1,10.00,0.58
MASS-SS2-E2SS,v2_cwt1d,7,1,15.00,0.58
MASS-SS2-E2SS,v2_cwt1d,7,1,20.00,0.58
MASS-SS2-E2SS,v2_cwt1d,7,1,25.00,0.58
MASS-SS2-E2SS,v2_cwt1d,7,1,30.00,0.46
MASS-SS2-E2SS,v2_cwt1d,7,2,3.00,0.14
MASS-SS2-E2SS,v2_cwt1d,7,2,5.00,0.32
MASS-SS2-E2SS,v2_cwt1d,7,2,7.50,0.52
MASS-SS2-E2SS,v2_cwt1d,7,2,10.00,0.52
MASS-SS2-E2SS,v2_cwt1d,7,2,15.00,0.52
MASS-SS2-E2SS,v2_cwt1d,7,2,20.00,0.52
MASS-SS2-E2SS,v2_cwt1d,7,2,25.00,0.52
MASS-SS2-E2SS,v2_cwt1d,7,2,30.00,0.52
MASS-SS2-E2SS,v2_cwt1d,7,18,3.00,0.72
MASS-SS2-E2SS,v2_cwt1d,7,18,5.00,0.72
MASS-SS2-E2SS,v2_cwt1d,7,18,7.50,0.60
MASS-SS2-E2SS,v2_cwt1d,7,18,10.00,0.60
MASS-SS2-E2SS,v2_cwt1d,7,18,15.00,0.56
MASS-SS2-E2SS,v2_cwt1d,7,18,20.00,0.74
MASS-SS2-E2SS,v2_cwt1d,7,18,25.00,0.74
MASS-SS2-E2SS,v2_cwt1d,7,18,30.00,0.74
MASS-SS2-E2SS,v2_cwt1d,8,11,3.00,0.42
MASS-SS2-E2SS,v2_cwt1d,8,11,5.00,0.36
MASS-SS2-E2SS,v2_cwt1d,8,11,7.50,0.36
MASS-SS2-E2SS,v2_cwt1d,8,11,10.00,0.38
MASS-SS2-E2SS,v2_cwt1d,8,11,15.00,0.60
MASS-SS2-E2SS,v2_cwt1d,8,11,20.00,0.60
MASS-SS2-E2SS,v2_cwt1d,8,11,25.00,0.60
MASS-SS2-E2SS,v2_cwt1d,8,11,30.00,0.60
MASS-SS2-E2SS,v2_cwt1d,8,12,3.00,0.38
MASS-SS2-E2SS,v2_cwt1d,8,12,5.00,0.52
MASS-SS2-E2SS,v2_cwt1d,8,12,7.50,0.52
MASS-SS2-E2SS,v2_cwt1d,8,12,10.00,0.76
MASS-SS2-E2SS,v2_cwt1d,8,12,15.00,0.52
MASS-SS2-E2SS,v2_cwt1d,8,12,20.00,0.40
MASS-SS2-E2SS,v2_cwt1d,8,12,25.00,0.52
MASS-SS2-E2SS,v2_cwt1d,8,12,30.00,0.52
MASS-SS2-E2SS,v2_cwt1d,8,19,3.00,0.38
MASS-SS2-E2SS,v2_cwt1d,8,19,5.00,0.38
MASS-SS2-E2SS,v2_cwt1d,8,19,7.50,0.54
MASS-SS2-E2SS,v2_cwt1d,8,19,10.00,0.62
MASS-SS2-E2SS,v2_cwt1d,8,19,15.00,0.62
MASS-SS2-E2SS,v2_cwt1d,8,19,20.00,0.70
MASS-SS2-E2SS,v2_cwt1d,8,19,25.00,0.70
MASS-SS2-E2SS,v2_cwt1d,8,19,30.00,0.68
MASS-SS2-E2SS,v2_cwt1d,9,7,3.00,0.24
MASS-SS2-E2SS,v2_cwt1d,9,7,5.00,0.36
MASS-SS2-E2SS,v2_cwt1d,9,7,7.50,0.36
MASS-SS2-E2SS,v2_cwt1d,9,7,10.00,0.36
MASS-SS2-E2SS,v2_cwt1d,9,7,15.00,0.36
MASS-SS2-E2SS,v2_cwt1d,9,7,20.00,0.36
MASS-SS2-E2SS,v2_cwt1d,9,7,25.00,0.36
MASS-SS2-E2SS,v2_cwt1d,9,7,30.00,0.42
MASS-SS2-E2SS,v2_cwt1d,9,14,3.00,0.22
MASS-SS2-E2SS,v2_cwt1d,9,14,5.00,0.22
MASS-SS2-E2SS,v2_cwt1d,9,14,7.50,0.34
MASS-SS2-E2SS,v2_cwt1d,9,14,10.00,0.34
MASS-SS2-E2SS,v2_cwt1d,9,14,15.00,0.34
MASS-SS2-E2SS,v2_cwt1d,9,14,20.00,0.34
MASS-SS2-E2SS,v2_cwt1d,9,14,25.00,0.42
MASS-SS2-E2SS,v2_cwt1d,9,14,30.00,0.42
MASS-SS2-E2SS,v2_cwt1d,9,17,3.00,0.58
